Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
CDC73	ENST00000367435.3	cell division cycle 73 	579	1	1	0	0	1	0	1	0	2	hsa-miR-181a-5p	-0.16	-0.43	0.75	2011
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	3	2	1	0	1	1	0	0	6	hsa-miR-181a-5p	-0.16	-0.35	0.95	2011
CCDC64	ENST00000397558.2	coiled-coil domain containing 64 	7	1	0	0	1	0	0	0	0	0	hsa-miR-181b-5p	-0.16	-0.16	0.53	2007, 2009, 2011
F2R	ENST00000319211.4	coagulation factor II (thrombin) receptor 	1104	1	0	1	0	1	1	0	0	1	hsa-miR-181a-5p	-0.16	-0.16	0.25	
FAM13B	ENST00000033079.3	family with sequence similarity 13, member B 	220	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.16	-0.19	0.62	2005, 2007, 2011
LLPH	ENST00000266604.2	LLP homolog, long-term synaptic facilitation (Aplysia) 	88	2	1	0	1	3	0	1	2	1	hsa-miR-181a-5p	-0.16	-0.51	0.46	
AMER2	ENST00000357816.2	APC membrane recruitment protein 2 	7	1	1	0	0	1	0	1	0	2	hsa-miR-181d-5p	-0.16	-0.20	0.76	
KIAA1644	ENST00000381176.4	KIAA1644 	10	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.16	-0.23	0.52	
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	2	1	0	1	1	0	0	1	1	hsa-miR-181d-5p	-0.16	-0.16	0.83	2011
TRPM3	ENST00000377110.3	transient receptor potential cation channel, subfamily M, member 3 	11	2	0	1	1	3	0	3	0	0	hsa-miR-181a-5p	-0.15	-0.17	0.91	2007, 2009, 2011
PRKG1	ENST00000373985.1	protein kinase, cGMP-dependent, type I 	12	1	0	1	0	2	0	2	0	0	hsa-miR-181d-5p	-0.15	-0.15	0.71	2009, 2011
TOPBP1	ENST00000260810.5	topoisomerase (DNA) II binding protein 1 	102	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.15	0.60	
FGFR3	ENST00000340107.4	fibroblast growth factor receptor 3 	1085	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.15	-0.15	0.40	2007, 2009, 2011
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	1	1	0	0	1	0	0	1	2	hsa-miR-181c-5p	-0.15	-0.34	< 0.1	2005, 2007, 2009, 2011
PRLR	ENST00000342362.5	prolactin receptor 	95	1	1	0	0	4	0	3	1	1	hsa-miR-181a-5p	-0.15	-0.19	< 0.1	2011
DRD1	ENST00000393752.2	dopamine receptor D1 	7	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.15	0.54	
PTBP3	ENST00000374257.1	polypyrimidine tract binding protein 3 	214	2	2	0	0	1	0	1	0	2	hsa-miR-181a-5p	-0.15	-0.25	0.35	2007, 2009, 2011
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	1	1	0	0	6	0	3	3	1	hsa-miR-181a-5p	-0.15	-0.27	0.79	2009, 2011
STIM2	ENST00000467011.1	stromal interaction molecule 2 	380	1	0	0	1	1	0	1	0	1	hsa-miR-181d-5p	-0.15	-0.17	0.53	2005, 2007, 2009, 2011
CACNA2D1	ENST00000356860.3	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	418	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.15	-0.16	0.24	
ING5	ENST00000313552.6	inhibitor of growth family, member 5 	529	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.15	-0.21	0.78	2009, 2011
KIAA1024	ENST00000305428.3	KIAA1024 	5	1	0	1	0	2	0	1	1	0	hsa-miR-181d-5p	-0.15	-0.15	0.47	2009, 2011
CHMP1B	ENST00000526991.2	charged multivesicular body protein 1B 	3248	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.15	-0.35	0.42	2011
TBCEL	ENST00000422003.2	tubulin folding cofactor E-like 	89	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.17	< 0.1	2011
RNF169	ENST00000299563.4	ring finger protein 169 	204	2	2	0	0	2	0	1	1	1	hsa-miR-181a-5p	-0.15	-0.17	< 0.1	2009, 2011
SENP1	ENST00000004980.5	SUMO1/sentrin specific peptidase 1 	361	2	0	2	0	0	0	0	0	1	hsa-miR-181c-5p	-0.15	-0.16	0.81	2005, 2007, 2009
SOCS2	ENST00000548537.1	suppressor of cytokine signaling 2 	89	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.15	-0.21	0.40	
UGCG	ENST00000374279.3	UDP-glucose ceramide glucosyltransferase 	1200	1	0	0	1	0	0	0	0	0	hsa-miR-181b-5p	-0.15	-0.15	0.40	
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.15	-0.15	0.75	2009, 2011
KIAA0247	ENST00000342745.4	KIAA0247 	161	1	0	1	0	0	0	0	0	1	hsa-miR-181b-5p	-0.15	-0.15	0.56	2009, 2011
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	1	0	1	0	2	0	1	1	2	hsa-miR-181d-5p	-0.15	-0.21	0.78	2011
KLF3	ENST00000261438.5	Kruppel-like factor 3 (basic) 	515	1	0	1	0	0	0	0	0	3	hsa-miR-181d-5p	-0.15	-0.26	0.78	2009, 2011
ENOX2	ENST00000370935.1	ecto-NOX disulfide-thiol exchanger 2 	215	1	0	1	0	1	0	0	1	2	hsa-miR-181a-5p	-0.15	-0.18	0.78	2009, 2011
PICALM	ENST00000532317.1	phosphatidylinositol binding clathrin assembly protein 	1173	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.15	-0.15	0.74	2005, 2007, 2009, 2011
TXK	ENST00000264316.4	TXK tyrosine kinase 	7	1	0	1	0	2	0	2	0	0	hsa-miR-181a-5p	-0.15	-0.19	0.30	2011
TRAK2	ENST00000332624.3	trafficking protein, kinesin binding 2 	353	1	0	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.15	-0.15	0.25	2007, 2011
SEMA3C	ENST00000265361.3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C 	45	1	0	1	0	1	1	0	0	0	hsa-miR-181a-5p	-0.15	-0.15	0.35	2009, 2011
EVX2	ENST00000308618.4	even-skipped homeobox 2 	9	2	0	1	1	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.15	0.85	
TNS3	ENST00000311160.9	tensin 3 	28	1	0	1	0	0	0	0	0	3	hsa-miR-181b-5p	-0.15	-0.15	0.78	2009, 2011
TMEM151B	ENST00000451188.2	transmembrane protein 151B 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.15	0.74	2011
ZNF772	ENST00000425074.3	zinc finger protein 772 	22	3	0	3	0	2	0	2	0	1	hsa-miR-181a-5p	-0.15	-0.15	ORF	
TM9SF4	ENST00000398022.2	transmembrane 9 superfamily protein member 4 	3096	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.16	0.49	2005, 2007, 2009, 2011
MYCBP2	ENST00000544440.2	MYC binding protein 2, E3 ubiquitin protein ligase 	343	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.15	-0.15	0.53	2005, 2007, 2009, 2011
NUP155	ENST00000231498.3	nucleoporin 155kDa 	814	1	1	0	0	2	0	1	1	0	hsa-miR-181d-5p	-0.15	-0.18	0.21	
RBM22	ENST00000199814.4	RNA binding motif protein 22 	4854	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.15	-0.15	0.77	2005, 2007, 2011
ATXN1	ENST00000244769.4	ataxin 1 	106	2	0	2	0	1	0	1	0	2	hsa-miR-181a-5p	-0.15	-0.18	0.94	2005, 2007, 2009, 2011
SLC4A10	ENST00000415876.2	solute carrier family 4, sodium bicarbonate transporter, member 10 	5	1	1	0	0	1	0	1	0	0	hsa-miR-181d-5p	-0.14	-0.14	< 0.1	2011
MAPK1IP1L	ENST00000395468.4	mitogen-activated protein kinase 1 interacting protein 1-like 	4002	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.14	-0.19	0.28	2009, 2011
ERO1L	ENST00000395686.3	ERO1-like (S. cerevisiae) 	1333	1	1	0	0	2	0	2	0	2	hsa-miR-181a-5p	-0.14	-0.18	0.20	
ZNF207	ENST00000394670.4	zinc finger protein 207 	839	2	0	2	0	4	0	4	0	3	hsa-miR-181a-5p	-0.14	-0.22	0.84	2005, 2007
NFIB	ENST00000397575.3	nuclear factor I/B 	1149	1	0	1	0	1	1	0	0	3	hsa-miR-181d-5p	-0.14	-0.15	0.69	2007, 2011
PIK3CB	ENST00000477593.1	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta 	437	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.14	-0.16	0.64	
PDGFRA	ENST00000257290.5	platelet-derived growth factor receptor, alpha polypeptide 	39	2	0	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.86	2011
MADD	ENST00000406482.1	MAP-kinase activating death domain 	282	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.14	-0.14	0.77	2009, 2011
HAND2	ENST00000359562.4	heart and neural crest derivatives expressed 2 	30	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.69	2007, 2009, 2011
RASA2	ENST00000286364.3	RAS p21 protein activator 2 	170	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.40	
CRISPLD1	ENST00000262207.4	cysteine-rich secretory protein LCCL domain containing 1 	358	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.17	0.57	2011
RNF146	ENST00000356799.2	ring finger protein 146 	1504	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.14	-0.14	< 0.1	
DAZAP2	ENST00000412716.3	DAZ associated protein 2 	4265	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.14	-0.15	0.23	2005, 2007, 2009, 2011
CREBL2	ENST00000228865.2	cAMP responsive element binding protein-like 2 	218	1	0	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.14	-0.23	0.57	2011
FAM171A1	ENST00000378116.4	family with sequence similarity 171, member A1 	20	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.58	2011
LNX2	ENST00000316334.3	ligand of numb-protein X 2 	760	1	0	0	1	0	0	0	0	2	hsa-miR-181a-5p	-0.14	-0.14	0.49	2011
NMT1	ENST00000592782.1	N-myristoyltransferase 1 	1991	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.14	-0.14	0.53	2009, 2011
IFRG15	ENST00000553856.1	Homo sapiens torsin A interacting protein 2 (TOR1AIP2), transcript variant 1, mRNA. 	482	1	0	0	1	0	0	0	0	1	hsa-miR-181b-5p	-0.14	-0.15	0.45	2011
CDK17	ENST00000543119.2	cyclin-dependent kinase 17 	475	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.14	-0.30	0.39	2005, 2007
STC1	ENST00000290271.2	stanniocalcin 1 	2932	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.59	2005, 2007, 2011
FLJ00104	ENST00000446344.1	HCG1980662; Uncharacterized protein  	60	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.42	
ECT2L	ENST00000423192.1	epithelial cell transforming sequence 2 oncogene-like 	5	1	1	0	0	1	0	0	1	0	hsa-miR-181c-5p	-0.14	-0.14	< 0.1	2009, 2011
SEL1L	ENST00000336735.4	sel-1 suppressor of lin-12-like (C. elegans) 	1271	1	0	1	0	0	0	0	0	3	hsa-miR-181a-5p	-0.14	-0.38	0.78	2005, 2007, 2009, 2011
ZEB2	ENST00000558170.2	zinc finger E-box binding homeobox 2 	33	1	1	0	0	2	0	1	1	0	hsa-miR-181d-5p	-0.14	-0.15	0.68	2011
MARCH6	ENST00000274140.5	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase 	14086	1	0	1	0	3	1	0	2	3	hsa-miR-181a-5p	-0.14	-0.28	0.50	
ASIC1	ENST00000228468.4	acid-sensing (proton-gated) ion channel 1 	111	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.14	-0.14	0.39	2005, 2007, 2011
G3BP2	ENST00000395719.3	GTPase activating protein (SH3 domain) binding protein 2 	4413	1	0	1	0	2	0	2	0	1	hsa-miR-181a-5p	-0.14	-0.23	0.75	2005, 2007, 2009, 2011
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	2	0	1	1	1	0	1	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.66	
HMGB1	ENST00000399489.1	high mobility group box 1 	800	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.14	-0.25	0.52	2005, 2007
PPP1CB	ENST00000395366.2	protein phosphatase 1, catalytic subunit, beta isozyme 	5795	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.78	2005, 2007, 2009, 2011
PHF2	ENST00000375376.4	PHD finger protein 2 	151	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.41	2005, 2007, 2009, 2011
INHBA	ENST00000242208.4	inhibin, beta A 	1260	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.14	-0.14	0.70	
TBC1D1	ENST00000261439.4	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 	150	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.14	-0.27	0.60	2007, 2009, 2011
CDYL	ENST00000343762.5	chromodomain protein, Y-like 	24	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.25	0.67	2005, 2007, 2009, 2011
GDI1	ENST00000447750.2	GDP dissociation inhibitor 1 	21	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.14	-0.14	0.54	2009, 2011
POLQ	ENST00000264233.5	polymerase (DNA directed), theta 	51	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.14	-0.15	< 0.1	2011
PUM1	ENST00000424085.2	pumilio RNA-binding family member 1 	202	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.15	0.68	2005, 2007, 2009, 2011
PAPOLG	ENST00000238714.3	poly(A) polymerase gamma 	49	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.14	0.78	2005, 2007, 2011
TTBK1	ENST00000259750.4	tau tubulin kinase 1 	7	1	1	0	0	2	0	1	1	1	hsa-miR-181d-5p	-0.14	-0.14	0.35	2005, 2007, 2009, 2011
POU2F1	ENST00000367866.2	POU class 2 homeobox 1 	83	3	2	1	0	1	0	1	0	1	hsa-miR-181c-5p	-0.14	-0.14	0.92	2011
CHURC1	ENST00000548752.2	churchill domain containing 1 	869	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.14	-0.41	< 0.1	
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.14	-0.20	0.75	
PKN2	ENST00000370521.3	protein kinase N2 	747	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.14	-0.14	0.45	2007, 2009
SGK3	ENST00000345714.4	serum/glucocorticoid regulated kinase family, member 3 	56	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.14	-0.16	0.24	2011
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	2	0	2	0	3	1	1	1	2	hsa-miR-181d-5p	-0.14	-0.14	0.85	2005, 2007, 2009, 2011
KLHL3	ENST00000541417.1	kelch-like family member 3 	40	1	0	1	0	1	0	0	1	1	hsa-miR-181c-5p	-0.14	-0.16	0.49	2009, 2011
DIP2A	ENST00000318711.7	DIP2 disco-interacting protein 2 homolog A (Drosophila) 	298	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.14	-0.14	0.40	2011
PDPK1	ENST00000441549.3	3-phosphoinositide dependent protein kinase-1 	104	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.13	-0.14	0.78	2009, 2011
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	2	0	0	2	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.17	0.68	2009, 2011
GLCCI1	ENST00000223145.5	glucocorticoid induced transcript 1 	654	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.13	0.48	2005, 2007, 2009, 2011
TRANK1	ENST00000428977.2	tetratricopeptide repeat and ankyrin repeat containing 1 	140	1	0	0	1	0	0	0	0	3	hsa-miR-181d-5p	-0.13	-0.13	0.42	2009, 2011
ZNF664	ENST00000538932.2	zinc finger protein 664 	736	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.13	-0.13	0.18	2007, 2009, 2011
WWC2	ENST00000403733.3	WW and C2 domain containing 2 	717	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.13	-0.16	0.38	
LGALSL	ENST00000409537.2	lectin, galactoside-binding-like 	334	3	1	0	2	0	0	0	0	0	hsa-miR-181d-5p	-0.13	-0.70	0.92	2009, 2011
SLC38A2	ENST00000256689.5	solute carrier family 38, member 2 	696	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	0.74	2005, 2007, 2009, 2011
EN2	ENST00000297375.4	engrailed homeobox 2 	86	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.24	0.78	2005, 2007, 2009, 2011
USP8	ENST00000396444.3	ubiquitin specific peptidase 8 	109	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.13	0.53	2011
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	3	1	2	0	1	0	0	1	1	hsa-miR-181d-5p	-0.13	-0.13	0.96	2009, 2011
INPP5E	ENST00000371712.3	inositol polyphosphate-5-phosphatase, 72 kDa 	105	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	0.49	2005, 2007, 2011
PKDCC	ENST00000294964.5	protein kinase domain containing, cytoplasmic 	123	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	0.45	2007, 2009, 2011
LRP12	ENST00000424843.2	low density lipoprotein receptor-related protein 12 	378	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.16	0.78	2005, 2007, 2009, 2011
DOCK4	ENST00000428084.1	dedicator of cytokinesis 4 	211	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.13	-0.14	0.74	2007, 2009, 2011
ZZZ3	ENST00000370801.3	zinc finger, ZZ-type containing 3 	338	1	0	1	0	1	0	0	1	0	hsa-miR-181c-5p	-0.13	-0.18	0.78	2009, 2011
NR3C1	ENST00000394464.2	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) 	682	1	0	1	0	2	0	1	1	1	hsa-miR-181d-5p	-0.13	-0.26	0.48	2007, 2011
NFATC2	ENST00000371564.3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 	105	2	1	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.13	0.95	
XIAP	ENST00000371199.3	X-linked inhibitor of apoptosis 	153	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	0.75	2011
IRS2	ENST00000375856.3	insulin receptor substrate 2 	231	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.13	-0.13	0.70	2005, 2007, 2009, 2011
SFRP4	ENST00000436072.2	secreted frizzled-related protein 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	0.28	2011
TBL1X	ENST00000407597.2	transducin (beta)-like 1X-linked 	125	1	0	1	0	3	0	3	0	1	hsa-miR-181d-5p	-0.13	-0.23	0.78	2005, 2007, 2009, 2011
LGI2	ENST00000382114.4	leucine-rich repeat LGI family, member 2 	32	1	0	0	1	1	0	1	0	0	hsa-miR-181d-5p	-0.13	-0.21	0.52	2011
LEMD3	ENST00000308330.2	LEM domain containing 3 	189	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.13	-0.15	0.70	2005, 2007, 2009, 2011
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.14	0.78	
NAALADL2	ENST00000454872.1	N-acetylated alpha-linked acidic dipeptidase-like 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	0.75	2009, 2011
ARHGEF37	ENST00000333677.6	Rho guanine nucleotide exchange factor (GEF) 37 	5	1	0	0	1	0	0	0	0	2	hsa-miR-181a-5p	-0.13	-0.13	0.39	2009, 2011
ZBTB8B	ENST00000609129.1	zinc finger and BTB domain containing 8B 	18	1	0	0	1	2	0	0	2	2	hsa-miR-181c-5p	-0.13	-0.18	0.46	
ZNF24	ENST00000589881.1	zinc finger protein 24 	1796	3	0	3	0	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.15	< 0.1	
PTEN	ENST00000371953.3	phosphatase and tensin homolog 	118	1	0	1	0	1	0	1	0	3	hsa-miR-181d-5p	-0.13	-0.18	0.78	2011
GRIK2	ENST00000413795.1	glutamate receptor, ionotropic, kainate 2 	28	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.13	-0.13	0.73	2005, 2007, 2009, 2011
ZBTB34	ENST00000319119.4	zinc finger and BTB domain containing 34 	726	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.13	0.44	2009, 2011
UNC5D	ENST00000287272.2	unc-5 homolog D (C. elegans) 	37	1	0	1	0	2	0	2	0	2	hsa-miR-181a-5p	-0.13	-0.15	0.78	
MAN2A1	ENST00000261483.4	mannosidase, alpha, class 2A, member 1 	1521	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.14	0.71	
FHAD1	ENST00000358897.4	forkhead-associated (FHA) phosphopeptide binding domain 1 	6	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.15	< 0.1	
MBLAC2	ENST00000316610.6	metallo-beta-lactamase domain containing 2 	498	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.17	0.67	2009, 2011
YTHDF2	ENST00000373812.3	YTH domain family, member 2 	38	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.13	-0.18	0.52	2005, 2007, 2009, 2011
SLC16A6	ENST00000327268.4	solute carrier family 16, member 6 	17	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.13	-0.13	0.25	2011
COLQ	ENST00000383785.2	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase 	8	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.13	-0.13	< 0.1	
RNF32	ENST00000311822.8	ring finger protein 32 	15	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.13	ORF	
DNAJC21	ENST00000382021.2	DnaJ (Hsp40) homolog, subfamily C, member 21 	528	1	0	1	0	1	0	1	0	0	hsa-miR-181c-5p	-0.13	-0.27	0.78	2007, 2009, 2011
CLIP1	ENST00000361654.4	CAP-GLY domain containing linker protein 1 	17	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.13	-0.22	0.67	2007, 2009, 2011
AGO4	ENST00000373210.3	argonaute RISC catalytic component 4 	96	1	0	1	0	1	0	1	0	0	hsa-miR-181c-5p	-0.13	-0.13	0.71	2009, 2011
PDE10A	ENST00000366882.1	phosphodiesterase 10A 	371	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.13	-0.15	0.74	2009, 2011
ACER3	ENST00000532485.1	alkaline ceramidase 3 	295	1	1	0	0	1	1	0	0	1	hsa-miR-181a-5p	-0.13	-0.14	< 0.1	2009, 2011
KLHL14	ENST00000359358.4	kelch-like family member 14 	66	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.23	0.52	
TBC1D2B	ENST00000409931.3	TBC1 domain family, member 2B 	5	1	0	0	1	0	0	0	0	2	hsa-miR-181a-5p	-0.13	-0.13	0.52	2009, 2011
ATP8B1	ENST00000283684.4	ATPase, aminophospholipid transporter, class I, type 8B, member 1 	497	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.13	-0.15	0.49	2007, 2009, 2011
DYNLL2	ENST00000579991.2	dynein, light chain, LC8-type 2 	1162	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.14	0.78	
SOGA2	ENST00000359865.3	SOGA family member 2 	47	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.13	-0.13	0.65	2005, 2007, 2009, 2011
TAB3	ENST00000378933.1	TGF-beta activated kinase 1/MAP3K7 binding protein 3 	201	2	1	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.13	-0.13	0.39	2007, 2009, 2011
PAFAH1B2	ENST00000527958.1	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) 	180	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.13	-0.32	0.33	2011
ADRBK1	ENST00000308595.5	adrenergic, beta, receptor kinase 1 	1312	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.13	-0.13	ORF	2005, 2007, 2009, 2011
RSF1	ENST00000308488.6	remodeling and spacing factor 1 	216	1	1	0	0	4	1	1	2	1	hsa-miR-181a-5p	-0.13	-0.14	0.72	
ABHD13	ENST00000375898.3	abhydrolase domain containing 13 	479	1	0	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.13	-0.25	0.23	
PAN3	ENST00000282391.5	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) 	361	1	0	1	0	0	0	0	0	2	hsa-miR-181b-5p	-0.12	-0.13	0.65	2011
HGF	ENST00000222390.5	hepatocyte growth factor (hepapoietin A; scatter factor) 	18	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.12	-0.12	0.54	
RASSF2	ENST00000379400.3	Ras association (RalGDS/AF-6) domain family member 2 	88	1	0	1	0	2	1	1	0	2	hsa-miR-181a-5p	-0.12	-0.13	0.54	2009, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	4	2	1	1	2	0	2	0	2	hsa-miR-181a-5p	-0.12	-0.33	0.98	2007, 2009, 2011
PKP2	ENST00000340811.4	plakophilin 2 	265	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.12	-0.13	0.21	2011
C8orf44-SGK3	ENST00000519289.1	C8orf44-SGK3 readthrough 	56	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.12	-0.17	0.24	2011
GRM7	ENST00000486284.1	glutamate receptor, metabotropic 7 	5	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.12	0.46	2005, 2007, 2009, 2011
RAB27B	ENST00000262094.5	RAB27B, member RAS oncogene family 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.12	-0.12	< 0.1	2011
